Metabolite_physical,Weight_physical,Direction_physical,Rank_physical,Stability_physical,AbsWeight_physical
86903,0.010687154,Positive,1647,1,0.010687154
79183,0.010677143,Positive,1648,1,0.010677143
13601,-0.010673349,Negative,1649,1,0.010673349
138865,0.010668265,Positive,1650,0.9,0.010668265
13481,0.010663801,Positive,1651,0.9,0.010663801
18656,0.010657491,Positive,1652,1,0.010657491
86105,0.010640209,Positive,1653,1,0.010640209
46282,-0.010628021,Negative,1654,1,0.010628021
10874,0.010610701,Positive,1655,1,0.010610701
14948,-0.010604163,Negative,1656,1,0.010604163
34283,-0.010593994,Negative,1657,1,0.010593994
85728,0.010589004,Positive,1658,1,0.010589004
7071,-0.01058242,Negative,1659,1,0.01058242
89228,0.010558951,Positive,1660,1,0.010558951
22980,-0.010546287,Negative,1661,1,0.010546287
6850,-0.010538115,Negative,1662,0.8,0.010538115
50049,-0.010537294,Negative,1663,1,0.010537294
8217,-0.0105285,Negative,1664,0.9,0.0105285
44824,0.010524403,Positive,1665,0.9,0.010524403
41051,0.010521974,Positive,1666,0.9,0.010521974
10384,-0.010520328,Negative,1667,0.9,0.010520328
90381,0.010502933,Positive,1668,1,0.010502933
7312,-0.010455583,Negative,1669,0.9,0.010455583
21043,0.010454013,Positive,1670,0.9,0.010454013
42361,0.01045151,Positive,1671,1,0.01045151
68878,0.010447112,Positive,1672,1,0.010447112
20006,0.010440227,Positive,1673,1,0.010440227
25528,0.010433299,Positive,1674,0.8,0.010433299
49908,0.010424937,Positive,1675,1,0.010424937
67540,-0.010423162,Negative,1676,1,0.010423162
9303,-0.010422639,Negative,1677,0.9,0.010422639
71772,-0.010419599,Negative,1678,1,0.010419599
85468,0.010410156,Positive,1679,1,0.010410156
32488,-0.010404416,Negative,1680,1,0.010404416
45855,-0.010399253,Negative,1681,0.9,0.010399253
50544,-0.010392427,Negative,1682,1,0.010392427
25520,0.010391001,Positive,1683,0.9,0.010391001
112796,0.010388278,Positive,1684,1,0.010388278
69862,0.010378216,Positive,1685,1,0.010378216
89991,0.010377203,Positive,1686,0.9,0.010377203
19106,0.010329412,Positive,1687,0.9,0.010329412
39050,0.010325924,Positive,1688,1,0.010325924
8702,-0.010314179,Negative,1689,1,0.010314179
4117,-0.010296987,Negative,1690,1,0.010296987
13190,0.010291399,Positive,1691,0.9,0.010291399
17723,0.010290453,Positive,1692,0.9,0.010290453
18850,0.010282153,Positive,1693,0.9,0.010282153
28093,0.010280043,Positive,1694,1,0.010280043
23671,-0.010263718,Negative,1695,0.9,0.010263718
26938,-0.010261269,Negative,1696,0.9,0.010261269
27909,-0.010259756,Negative,1697,1,0.010259756
93754,0.010238329,Positive,1698,1,0.010238329
83974,0.010236423,Positive,1699,0.9,0.010236423
22078,-0.010216963,Negative,1700,0.9,0.010216963
58186,-0.010210791,Negative,1701,1,0.010210791
99125,-0.010208104,Negative,1702,1,0.010208104
29716,-0.01017236,Negative,1703,1,0.01017236
101921,-0.010155072,Negative,1704,0.9,0.010155072
92094,-0.010143755,Negative,1705,0.9,0.010143755
52160,0.010139542,Positive,1706,1,0.010139542
41493,-0.010127523,Negative,1707,1,0.010127523
44067,-0.010122975,Negative,1708,0.8,0.010122975
63765,-0.010116168,Negative,1709,0.9,0.010116168
52191,-0.010108221,Negative,1710,0.9,0.010108221
87096,0.010104958,Positive,1711,1,0.010104958
76585,0.0101021,Positive,1712,0.9,0.0101021
97489,-0.010088166,Negative,1713,0.9,0.010088166
83421,0.010082857,Positive,1714,1,0.010082857
85806,0.010041738,Positive,1715,1,0.010041738
55240,-0.010039483,Negative,1716,1,0.010039483
85902,0.010026989,Positive,1717,1,0.010026989
97483,0.010021081,Positive,1718,0.9,0.010021081
86521,-0.010018584,Negative,1719,0.9,0.010018584
66952,-0.010018337,Negative,1720,1,0.010018337
68794,0.009999822,Positive,1721,1,0.009999822
5706,0.009984729,Positive,1722,1,0.009984729
57569,-0.009967287,Negative,1723,0.9,0.009967287
96758,0.009961446,Positive,1724,1,0.009961446
13182,0.009954077,Positive,1725,1,0.009954077
73134,-0.009937725,Negative,1726,0.9,0.009937725
73711,-0.00992381,Negative,1727,0.9,0.00992381
113311,0.009900309,Positive,1728,0.9,0.009900309
96617,0.009899771,Positive,1729,0.9,0.009899771
51455,-0.009881866,Negative,1730,1,0.009881866
16724,0.009880924,Positive,1731,1,0.009880924
44949,0.009878977,Positive,1732,0.8,0.009878977
73137,0.009865248,Positive,1733,0.9,0.009865248
43611,-0.009861862,Negative,1734,1,0.009861862
55097,-0.009860241,Negative,1735,1,0.009860241
40916,-0.009846027,Negative,1736,1,0.009846027
35843,0.009839512,Positive,1737,0.8,0.009839512
103562,-0.009826302,Negative,1738,1,0.009826302
9122,-0.009825895,Negative,1739,0.9,0.009825895
31753,-0.009824822,Negative,1740,0.9,0.009824822
77422,-0.009823125,Negative,1741,0.9,0.009823125
19868,0.009805982,Positive,1742,1,0.009805982
34377,-0.009796336,Negative,1743,0.9,0.009796336
103090,0.009795362,Positive,1744,0.9,0.009795362
46796,-0.009795091,Negative,1745,1,0.009795091
51319,-0.009785889,Negative,1746,1,0.009785889
37413,-0.009782182,Negative,1747,1,0.009782182
94396,0.009780888,Positive,1748,0.9,0.009780888
16544,0.009770835,Positive,1749,1,0.009770835
17151,0.009745896,Positive,1750,1,0.009745896
30162,-0.009739575,Negative,1751,1,0.009739575
88066,0.009738436,Positive,1752,1,0.009738436
49632,-0.009731476,Negative,1753,1,0.009731476
12745,-0.009730514,Negative,1754,0.9,0.009730514
51191,0.009727169,Positive,1755,1,0.009727169
40355,-0.009725609,Negative,1756,1,0.009725609
110987,0.009680054,Positive,1757,1,0.009680054
33163,-0.009667836,Negative,1758,1,0.009667836
14953,-0.009626873,Negative,1759,1,0.009626873
13162,0.009626022,Positive,1760,1,0.009626022
130948,0.009597472,Positive,1761,1,0.009597472
93644,-0.009551444,Negative,1762,0.9,0.009551444
95175,-0.009538995,Negative,1763,0.9,0.009538995
85893,0.009536059,Positive,1764,1,0.009536059
139930,0.009533203,Positive,1765,0.9,0.009533203
61429,-0.0095295,Negative,1766,1,0.0095295
80494,0.009524938,Positive,1767,0.9,0.009524938
104818,-0.009515651,Negative,1768,0.8,0.009515651
57960,0.009507303,Positive,1769,0.9,0.009507303
55247,-0.009503506,Negative,1770,0.9,0.009503506
50036,-0.009491948,Negative,1771,0.9,0.009491948
5605,-0.009479316,Negative,1772,1,0.009479316
52583,-0.009476343,Negative,1773,1,0.009476343
49064,-0.009465406,Negative,1774,1,0.009465406
93413,-0.009450998,Negative,1775,0.9,0.009450998
73750,0.009450558,Positive,1776,1,0.009450558
56153,-0.00944916,Negative,1777,0.9,0.00944916
18922,0.009445288,Positive,1778,0.9,0.009445288
107600,-0.009439783,Negative,1779,0.9,0.009439783
73743,0.009435631,Positive,1780,1,0.009435631
20826,-0.00942899,Negative,1781,0.9,0.00942899
15525,-0.009423553,Negative,1782,0.9,0.009423553
127850,0.009418962,Positive,1783,1,0.009418962
46064,0.009414819,Positive,1784,1,0.009414819
50429,-0.009405917,Negative,1785,0.8,0.009405917
25960,-0.009393168,Negative,1786,1,0.009393168
65975,-0.009387219,Negative,1787,1,0.009387219
89683,-0.00938582,Negative,1788,0.9,0.00938582
32929,-0.009374486,Negative,1789,0.9,0.009374486
82034,-0.009373442,Negative,1790,0.9,0.009373442
5484,-0.009370188,Negative,1791,0.9,0.009370188
16738,-0.009361554,Negative,1792,0.9,0.009361554
20365,-0.009334285,Negative,1793,0.9,0.009334285
98173,-0.009326203,Negative,1794,0.8,0.009326203
25083,0.009319881,Positive,1795,0.9,0.009319881
30402,0.00931348,Positive,1796,1,0.00931348
57057,-0.009311366,Negative,1797,1,0.009311366
9239,-0.009307655,Negative,1798,1,0.009307655
41124,0.009304845,Positive,1799,0.9,0.009304845
55110,-0.009301646,Negative,1800,1,0.009301646
90124,-0.009294389,Negative,1801,0.8,0.009294389
39854,0.009290494,Positive,1802,0.9,0.009290494
32345,0.009275288,Positive,1803,0.9,0.009275288
23825,-0.00927399,Negative,1804,0.8,0.00927399
29986,-0.009265232,Negative,1805,0.9,0.009265232
35652,-0.009262309,Negative,1806,1,0.009262309
44915,0.009258711,Positive,1807,0.9,0.009258711
8124,-0.009247399,Negative,1808,1,0.009247399
49567,0.009246571,Positive,1809,0.9,0.009246571
29078,-0.009244059,Negative,1810,0.9,0.009244059
25168,-0.009239533,Negative,1811,0.8,0.009239533
29155,-0.009234239,Negative,1812,1,0.009234239
16847,-0.009207297,Negative,1813,0.9,0.009207297
29639,-0.009205674,Negative,1814,1,0.009205674
116790,-0.0091983,Negative,1815,0.9,0.0091983
104255,0.009189026,Positive,1816,0.9,0.009189026
15256,0.009186422,Positive,1817,1,0.009186422
32075,-0.009175447,Negative,1818,1,0.009175447
140078,0.009158448,Positive,1819,1,0.009158448
14660,-0.009142209,Negative,1820,1,0.009142209
5486,-0.009133642,Negative,1821,0.9,0.009133642
115305,-0.00912515,Negative,1822,0.9,0.00912515
57235,-0.009102501,Negative,1823,0.9,0.009102501
69151,-0.009066735,Negative,1824,0.8,0.009066735
4447,-0.009059138,Negative,1825,1,0.009059138
19133,0.009054697,Positive,1826,1,0.009054697
47438,-0.009052395,Negative,1827,0.9,0.009052395
5995,-0.009045665,Negative,1828,1,0.009045665
21552,-0.0090443,Negative,1829,0.8,0.0090443
13177,-0.009031563,Negative,1830,1,0.009031563
32954,-0.009012588,Negative,1831,1,0.009012588
66139,0.009001382,Positive,1832,0.8,0.009001382
82644,0.008991084,Positive,1833,0.9,0.008991084
17837,0.008952626,Positive,1834,1,0.008952626
35081,-0.008951371,Negative,1835,1,0.008951371
80497,-0.00894094,Negative,1836,0.8,0.00894094
109670,0.008927205,Positive,1837,0.9,0.008927205
34393,-0.0089151,Negative,1838,0.9,0.0089151
6101,-0.008912748,Negative,1839,1,0.008912748
112747,0.008912747,Positive,1840,0.9,0.008912747
58031,-0.008908941,Negative,1841,1,0.008908941
86341,0.008904888,Positive,1842,1,0.008904888
76614,0.008902592,Positive,1843,1,0.008902592
5693,0.008891357,Positive,1844,1,0.008891357
68086,-0.008890214,Negative,1845,0.9,0.008890214
28450,0.008869376,Positive,1846,1,0.008869376
89624,0.008867091,Positive,1847,0.9,0.008867091
54903,0.008856322,Positive,1848,1,0.008856322
73406,-0.008854858,Negative,1849,0.8,0.008854858
89382,0.008849875,Positive,1850,0.9,0.008849875
39832,-0.008837725,Negative,1851,1,0.008837725
32052,0.008837624,Positive,1852,1,0.008837624
97423,-0.008828502,Negative,1853,0.9,0.008828502
69809,0.008819302,Positive,1854,1,0.008819302
25420,0.008807306,Positive,1855,1,0.008807306
20505,0.008799841,Positive,1856,0.9,0.008799841
94000,-0.008799265,Negative,1857,0.8,0.008799265
82256,-0.008767222,Negative,1858,0.9,0.008767222
31036,0.008762521,Positive,1859,0.9,0.008762521
5202,-0.008748064,Negative,1860,1,0.008748064
14090,-0.008739042,Negative,1861,1,0.008739042
7412,-0.00873601,Negative,1862,1,0.00873601
21753,-0.008733543,Negative,1863,0.9,0.008733543
17430,0.008729831,Positive,1864,0.8,0.008729831
43293,0.008714812,Positive,1865,0.8,0.008714812
16734,-0.008705967,Negative,1866,0.9,0.008705967
73753,0.008694713,Positive,1867,1,0.008694713
91763,-0.008693768,Negative,1868,0.9,0.008693768
36318,-0.008693321,Negative,1869,0.7,0.008693321
59728,-0.00867628,Negative,1870,1,0.00867628
47163,0.008671022,Positive,1871,0.8,0.008671022
93589,-0.008660775,Negative,1872,0.8,0.008660775
5532,-0.008657616,Negative,1873,1,0.008657616
51043,-0.008642982,Negative,1874,0.8,0.008642982
25567,-0.00863707,Negative,1875,0.9,0.00863707
40982,-0.008596376,Negative,1876,0.8,0.008596376
5671,0.00859564,Positive,1877,1,0.00859564
57943,-0.008584034,Negative,1878,1,0.008584034
97016,-0.008579166,Negative,1879,0.9,0.008579166
109282,0.008560017,Positive,1880,1,0.008560017
47522,-0.008556396,Negative,1881,1,0.008556396
41643,-0.008544728,Negative,1882,0.9,0.008544728
66732,-0.00854387,Negative,1883,0.9,0.00854387
6913,0.0085429,Positive,1884,0.8,0.0085429
89123,0.008542114,Positive,1885,1,0.008542114
20727,-0.008537296,Negative,1886,0.9,0.008537296
78610,0.008514408,Positive,1887,0.9,0.008514408
7112,-0.008512998,Negative,1888,0.9,0.008512998
84154,0.008512587,Positive,1889,1,0.008512587
18161,-0.008509732,Negative,1890,0.9,0.008509732
80166,0.00850617,Positive,1891,0.9,0.00850617
24070,-0.008488011,Negative,1892,1,0.008488011
24272,-0.008485892,Negative,1893,1,0.008485892
6832,-0.008484513,Negative,1894,1,0.008484513
130209,-0.008478383,Negative,1895,0.8,0.008478383
47071,0.008473504,Positive,1896,0.8,0.008473504
10841,-0.00845497,Negative,1897,0.9,0.00845497
34602,-0.008429071,Negative,1898,1,0.008429071
35275,-0.008413976,Negative,1899,0.9,0.008413976
11922,0.008400263,Positive,1900,1,0.008400263
93686,0.008400166,Positive,1901,0.9,0.008400166
141228,0.008386868,Positive,1902,1,0.008386868
29105,0.008379824,Positive,1903,0.8,0.008379824
12300,-0.008376622,Negative,1904,1,0.008376622
95049,-0.008369519,Negative,1905,0.9,0.008369519
15678,0.008347574,Positive,1906,0.9,0.008347574
87160,0.008346027,Positive,1907,0.9,0.008346027
17408,-0.008334931,Negative,1908,0.8,0.008334931
16714,0.008327461,Positive,1909,0.8,0.008327461
62672,-0.008324683,Negative,1910,0.8,0.008324683
21120,0.008321845,Positive,1911,0.9,0.008321845
69830,0.008319665,Positive,1912,1,0.008319665
65830,-0.008291259,Negative,1913,1,0.008291259
25705,0.008287951,Positive,1914,0.8,0.008287951
18368,0.008278406,Positive,1915,0.9,0.008278406
95203,-0.008270774,Negative,1916,0.8,0.008270774
39249,-0.008264042,Negative,1917,1,0.008264042
55962,-0.008241667,Negative,1918,1,0.008241667
95702,-0.008229301,Negative,1919,0.8,0.008229301
41154,0.008223063,Positive,1920,0.9,0.008223063
92231,-0.008221928,Negative,1921,0.9,0.008221928
83346,0.008191284,Positive,1922,1,0.008191284
50300,-0.008187403,Negative,1923,0.9,0.008187403
102333,-0.008184428,Negative,1924,0.9,0.008184428
84913,-0.008169993,Negative,1925,0.8,0.008169993
50057,-0.008140614,Negative,1926,0.9,0.008140614
49470,0.008130426,Positive,1927,0.9,0.008130426
16105,-0.008125839,Negative,1928,0.9,0.008125839
139071,0.008107994,Positive,1929,0.9,0.008107994
19477,0.008107669,Positive,1930,1,0.008107669
35369,0.008104279,Positive,1931,0.8,0.008104279
15684,-0.008097556,Negative,1932,0.8,0.008097556
92902,0.00806702,Positive,1933,0.9,0.00806702
65559,-0.008064361,Negative,1934,1,0.008064361
78888,-0.008037613,Negative,1935,0.8,0.008037613
15195,0.008035711,Positive,1936,0.8,0.008035711
82408,0.008034359,Positive,1937,0.8,0.008034359
85891,0.008012918,Positive,1938,1,0.008012918
113924,0.008011816,Positive,1939,0.9,0.008011816
13099,0.008008923,Positive,1940,1,0.008008923
76784,0.007997407,Positive,1941,0.9,0.007997407
49686,-0.007981281,Negative,1942,1,0.007981281
16486,0.00797275,Positive,1943,0.9,0.00797275
21165,0.00797106,Positive,1944,0.9,0.00797106
34443,-0.007961879,Negative,1945,1,0.007961879
42650,0.007958506,Positive,1946,0.8,0.007958506
21869,-0.007954992,Negative,1947,1,0.007954992
63131,-0.007931733,Negative,1948,0.8,0.007931733
110293,0.007928502,Positive,1949,0.9,0.007928502
28726,-0.007921577,Negative,1950,0.9,0.007921577
50377,-0.00790769,Negative,1951,0.9,0.00790769
38361,0.007904128,Positive,1952,0.8,0.007904128
23969,-0.007899559,Negative,1953,1,0.007899559
69582,0.007881079,Positive,1954,0.9,0.007881079
62078,-0.007880105,Negative,1955,0.9,0.007880105
79086,0.007850049,Positive,1956,0.9,0.007850049
7673,-0.007807029,Negative,1957,0.9,0.007807029
31183,-0.007806651,Negative,1958,0.9,0.007806651
102169,0.007786698,Positive,1959,0.9,0.007786698
17107,0.007786031,Positive,1960,1,0.007786031
51079,-0.007773829,Negative,1961,1,0.007773829
8447,-0.007769727,Negative,1962,1,0.007769727
33313,0.007760703,Positive,1963,0.9,0.007760703
116699,0.007756898,Positive,1964,1,0.007756898
45873,0.007749369,Positive,1965,0.8,0.007749369
33493,-0.007737623,Negative,1966,0.9,0.007737623
45195,0.007736136,Positive,1967,0.8,0.007736136
83095,0.007728399,Positive,1968,1,0.007728399
105703,0.007715811,Positive,1969,0.9,0.007715811
20164,0.007712248,Positive,1970,0.8,0.007712248
76570,0.007703388,Positive,1971,0.8,0.007703388
19551,0.007685475,Positive,1972,0.7,0.007685475
39476,-0.007680261,Negative,1973,1,0.007680261
4973,0.007666907,Positive,1974,0.8,0.007666907
90384,0.007666547,Positive,1975,0.9,0.007666547
56773,-0.007664916,Negative,1976,1,0.007664916
16594,0.00764898,Positive,1977,1,0.00764898
25413,0.007641874,Positive,1978,0.8,0.007641874
56259,0.007639393,Positive,1979,0.9,0.007639393
90652,0.007636389,Positive,1980,0.9,0.007636389
99618,-0.007634144,Negative,1981,0.9,0.007634144
88118,0.007634011,Positive,1982,0.9,0.007634011
13150,0.00762524,Positive,1983,1,0.00762524
58406,-0.007620131,Negative,1984,1,0.007620131
12882,0.007615156,Positive,1985,1,0.007615156
21471,-0.007612538,Negative,1986,0.7,0.007612538
91386,-0.007605839,Negative,1987,0.8,0.007605839
88981,-0.007592437,Negative,1988,0.8,0.007592437
49136,-0.007591343,Negative,1989,0.9,0.007591343
93280,0.007585478,Positive,1990,0.9,0.007585478
12249,0.007582338,Positive,1991,0.9,0.007582338
73255,-0.007577613,Negative,1992,0.8,0.007577613
89350,0.007570516,Positive,1993,0.9,0.007570516
46927,0.007556906,Positive,1994,0.8,0.007556906
18441,0.007555645,Positive,1995,0.9,0.007555645
98295,0.007551031,Positive,1996,0.8,0.007551031
15974,-0.007548716,Negative,1997,0.8,0.007548716
18572,-0.007539805,Negative,1998,0.9,0.007539805
42648,0.007537885,Positive,1999,0.9,0.007537885
76598,0.007527333,Positive,2000,1,0.007527333
26282,-0.007523253,Negative,2001,0.9,0.007523253
43524,-0.007522553,Negative,2002,1,0.007522553
35596,-0.007521118,Negative,2003,0.8,0.007521118
25237,-0.007519279,Negative,2004,1,0.007519279
33249,-0.007516055,Negative,2005,0.9,0.007516055
55699,0.007511901,Positive,2006,1,0.007511901
34166,0.007510997,Positive,2007,0.9,0.007510997
41092,-0.007494447,Negative,2008,0.9,0.007494447
27880,-0.007492182,Negative,2009,0.9,0.007492182
41499,0.007482928,Positive,2010,0.9,0.007482928
15323,-0.007482005,Negative,2011,0.9,0.007482005
60037,-0.007475699,Negative,2012,1,0.007475699
49134,-0.007471475,Negative,2013,1,0.007471475
91686,-0.007469083,Negative,2014,0.8,0.007469083
62066,-0.007458816,Negative,2015,0.9,0.007458816
10838,0.00744216,Positive,2016,0.9,0.00744216
11124,0.007423725,Positive,2017,1,0.007423725
65841,-0.007419639,Negative,2018,0.8,0.007419639
102510,0.007418956,Positive,2019,0.9,0.007418956
52366,-0.007408131,Negative,2020,1,0.007408131
76445,0.007407206,Positive,2021,1,0.007407206
5081,-0.007405892,Negative,2022,0.9,0.007405892
31961,0.00740292,Positive,2023,0.7,0.00740292
62640,-0.007385316,Negative,2024,0.8,0.007385316
11267,-0.007382713,Negative,2025,0.9,0.007382713
94853,-0.007376519,Negative,2026,0.8,0.007376519
33856,0.007365108,Positive,2027,0.9,0.007365108
19345,-0.007351814,Negative,2028,1,0.007351814
85001,0.007331988,Positive,2029,1,0.007331988
54132,-0.007324989,Negative,2030,1,0.007324989
65664,-0.007295196,Negative,2031,0.9,0.007295196
57439,0.007287648,Positive,2032,0.8,0.007287648
71121,0.007280632,Positive,2033,1,0.007280632
100652,0.007274653,Positive,2034,0.9,0.007274653
85397,-0.007273986,Negative,2035,0.9,0.007273986
62682,-0.007272552,Negative,2036,1,0.007272552
8972,-0.007270924,Negative,2037,1,0.007270924
14686,0.007240775,Positive,2038,1,0.007240775
72928,-0.007239198,Negative,2039,0.8,0.007239198
79599,0.007235151,Positive,2040,0.9,0.007235151
76580,0.007225885,Positive,2041,0.9,0.007225885
8317,-0.007185535,Negative,2042,0.9,0.007185535
111928,-0.007167255,Negative,2043,1,0.007167255
44665,0.007160249,Positive,2044,0.9,0.007160249
95123,0.007151569,Positive,2045,0.9,0.007151569
20403,-0.007149228,Negative,2046,0.7,0.007149228
82010,-0.007123688,Negative,2047,0.8,0.007123688
67555,-0.007122644,Negative,2048,0.9,0.007122644
49735,-0.007102719,Negative,2049,0.8,0.007102719
17592,0.007097801,Positive,2050,0.9,0.007097801
48833,-0.00708022,Negative,2051,1,0.00708022
16498,0.007071703,Positive,2052,0.9,0.007071703
59312,-0.007060622,Negative,2053,0.8,0.007060622
93643,0.007037738,Positive,2054,0.8,0.007037738
51529,-0.007022975,Negative,2055,1,0.007022975
12883,0.007021469,Positive,2056,1,0.007021469
121267,0.006995986,Positive,2057,1,0.006995986
57437,-0.006991027,Negative,2058,0.9,0.006991027
42357,0.006986884,Positive,2059,1,0.006986884
64951,-0.006982422,Negative,2060,1,0.006982422
33890,0.006972023,Positive,2061,0.9,0.006972023
19244,-0.006971456,Negative,2062,0.7,0.006971456
90118,0.006958037,Positive,2063,0.9,0.006958037
51153,-0.006954847,Negative,2064,1,0.006954847
6709,-0.006924714,Negative,2065,0.9,0.006924714
95558,0.00692234,Positive,2066,0.9,0.00692234
30785,-0.006903664,Negative,2067,1,0.006903664
60318,-0.006899667,Negative,2068,0.9,0.006899667
77472,-0.006894779,Negative,2069,0.8,0.006894779
8541,0.006888287,Positive,2070,1,0.006888287
41736,0.006873823,Positive,2071,0.9,0.006873823
55836,0.006861764,Positive,2072,0.8,0.006861764
68783,0.006856966,Positive,2073,0.9,0.006856966
42289,0.006848805,Positive,2074,0.9,0.006848805
19235,0.006837234,Positive,2075,0.8,0.006837234
48226,-0.006833367,Negative,2076,1,0.006833367
60775,-0.006816095,Negative,2077,0.9,0.006816095
25399,0.006809404,Positive,2078,0.8,0.006809404
89939,-0.006798718,Negative,2079,0.8,0.006798718
130718,0.006798148,Positive,2080,0.9,0.006798148
7989,-0.006789746,Negative,2081,0.9,0.006789746
8178,0.006787851,Positive,2082,1,0.006787851
21293,-0.006786688,Negative,2083,0.9,0.006786688
78347,0.006786547,Positive,2084,0.9,0.006786547
79558,0.006764891,Positive,2085,0.9,0.006764891
63465,0.006755513,Positive,2086,0.8,0.006755513
30007,-0.006750722,Negative,2087,1,0.006750722
112546,0.0067423,Positive,2088,0.7,0.0067423
20201,-0.006739696,Negative,2089,0.8,0.006739696
42728,0.006730902,Positive,2090,0.9,0.006730902
55032,-0.006730267,Negative,2091,1,0.006730267
41330,0.006720813,Positive,2092,0.9,0.006720813
103476,0.006708329,Positive,2093,0.8,0.006708329
73273,-0.006707135,Negative,2094,0.8,0.006707135
17175,0.006669928,Positive,2095,0.8,0.006669928
7218,-0.006665083,Negative,2096,0.8,0.006665083
55510,-0.006655664,Negative,2097,0.8,0.006655664
19829,0.006655193,Positive,2098,0.9,0.006655193
16736,0.006643227,Positive,2099,0.7,0.006643227
32304,-0.006639734,Negative,2100,0.8,0.006639734
81701,0.006609271,Positive,2101,0.9,0.006609271
39530,0.006602055,Positive,2102,0.9,0.006602055
7095,-0.006595137,Negative,2103,0.9,0.006595137
56704,-0.006576036,Negative,2104,0.9,0.006576036
65863,-0.006530518,Negative,2105,0.9,0.006530518
45629,0.006522021,Positive,2106,0.9,0.006522021
50027,-0.00650437,Negative,2107,0.8,0.00650437
57575,-0.00649162,Negative,2108,1,0.00649162
58687,-0.006477813,Negative,2109,1,0.006477813
26296,0.006474741,Positive,2110,0.7,0.006474741
33942,-0.006460953,Negative,2111,0.8,0.006460953
54323,-0.006449221,Negative,2112,0.9,0.006449221
80399,-0.006448168,Negative,2113,0.9,0.006448168
100852,0.006416609,Positive,2114,0.9,0.006416609
34031,-0.006406719,Negative,2115,1,0.006406719
62743,-0.006377892,Negative,2116,0.9,0.006377892
7056,-0.006377668,Negative,2117,0.8,0.006377668
13788,0.006365882,Positive,2118,0.8,0.006365882
16381,-0.006358153,Negative,2119,0.9,0.006358153
28323,0.006353369,Positive,2120,0.9,0.006353369
90865,0.006347043,Positive,2121,0.9,0.006347043
35745,-0.006329947,Negative,2122,0.8,0.006329947
25384,0.006315133,Positive,2123,0.9,0.006315133
7113,-0.006313353,Negative,2124,0.9,0.006313353
97912,0.006306262,Positive,2125,0.9,0.006306262
27964,-0.006298229,Negative,2126,0.6,0.006298229
8212,-0.006295932,Negative,2127,0.9,0.006295932
26027,-0.006286208,Negative,2128,0.9,0.006286208
66266,-0.006283821,Negative,2129,0.9,0.006283821
41696,-0.006283212,Negative,2130,1,0.006283212
109112,0.006282889,Positive,2131,0.9,0.006282889
22685,-0.006245536,Negative,2132,0.8,0.006245536
90409,-0.006232399,Negative,2133,0.8,0.006232399
132210,0.00621821,Positive,2134,1,0.00621821
93628,0.006215267,Positive,2135,1,0.006215267
79208,0.006212657,Positive,2136,0.9,0.006212657
59156,-0.006200912,Negative,2137,0.8,0.006200912
115373,-0.006194606,Negative,2138,0.9,0.006194606
8790,-0.006193518,Negative,2139,1,0.006193518
101697,0.006190685,Positive,2140,0.8,0.006190685
109087,0.006183349,Positive,2141,1,0.006183349
10346,-0.006180192,Negative,2142,0.8,0.006180192
87238,0.006177188,Positive,2143,1,0.006177188
17268,0.006169393,Positive,2144,1,0.006169393
55810,0.006154612,Positive,2145,0.9,0.006154612
48539,-0.006146636,Negative,2146,0.9,0.006146636
67445,-0.006136619,Negative,2147,0.8,0.006136619
41216,0.006127908,Positive,2148,0.8,0.006127908
11702,-0.006108933,Negative,2149,0.8,0.006108933
32182,-0.006084796,Negative,2150,1,0.006084796
28159,0.006068228,Positive,2151,0.7,0.006068228
89616,0.006060603,Positive,2152,0.9,0.006060603
8468,0.006018175,Positive,2153,0.9,0.006018175
34449,-0.006009574,Negative,2154,1,0.006009574
14115,-0.006005182,Negative,2155,0.8,0.006005182
47687,-0.005987477,Negative,2156,0.9,0.005987477
46503,-0.005969387,Negative,2157,0.8,0.005969387
34927,-0.005946138,Negative,2158,0.8,0.005946138
23672,-0.005940928,Negative,2159,0.8,0.005940928
12878,-0.005939838,Negative,2160,0.8,0.005939838
46365,0.005933388,Positive,2161,0.9,0.005933388
65166,0.005922348,Positive,2162,0.9,0.005922348
30706,0.005907117,Positive,2163,0.9,0.005907117
36709,-0.005904028,Negative,2164,0.9,0.005904028
6482,-0.005899601,Negative,2165,0.8,0.005899601
34528,-0.005893738,Negative,2166,0.9,0.005893738
51354,-0.005886864,Negative,2167,0.9,0.005886864
102349,0.005878954,Positive,2168,0.9,0.005878954
70767,0.00587704,Positive,2169,1,0.00587704
34462,0.005854486,Positive,2170,0.9,0.005854486
39850,0.005842497,Positive,2171,0.8,0.005842497
23198,-0.005837002,Negative,2172,0.8,0.005837002
18954,0.005833435,Positive,2173,0.9,0.005833435
22974,-0.00580968,Negative,2174,0.9,0.00580968
62711,-0.0057912,Negative,2175,0.7,0.0057912
6900,-0.005785608,Negative,2176,0.9,0.005785608
48792,-0.005775615,Negative,2177,0.9,0.005775615
66733,-0.005757867,Negative,2178,0.9,0.005757867
35816,-0.005722532,Negative,2179,0.9,0.005722532
42061,-0.005721568,Negative,2180,0.9,0.005721568
140939,0.005718329,Positive,2181,0.9,0.005718329
32053,-0.005690394,Negative,2182,0.9,0.005690394
42299,0.005687373,Positive,2183,0.7,0.005687373
38586,-0.005682595,Negative,2184,1,0.005682595
58622,-0.005664196,Negative,2185,0.7,0.005664196
62114,-0.005663931,Negative,2186,0.8,0.005663931
